X_features	Y_features	association	p-values	q-values
Bifidobacterium_adolescentis	ARGININE-SYN4-PWY: L-ornithine biosynthesis II	-0.4246246826955272	0.008805756539467179	0.05982891426226562
Bifidobacterium_adolescentis	DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.7089196329248958	9.080280138522352e-07	5.4481680831134114e-05
Bifidobacterium_adolescentis	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	-0.6042176563698343	7.493374650909697e-05	0.0017292403040560839
Bifidobacterium_adolescentis	FERMENTATION-PWY: mixed acid fermentation	0.43528877290020945	0.007089409062313049	0.05063863615937892
Bifidobacterium_adolescentis	GLUCONEO-PWY: gluconeogenesis I	0.5533208622111238	0.00038219176090633185	0.00619770423091349
Bifidobacterium_adolescentis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.4030541365996928	0.01338103896006022	0.07574172996260502
Bifidobacterium_adolescentis	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	-0.26539042668470453	0.1123957596228509	0.2763830154660268
Bifidobacterium_adolescentis	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	-0.3589435816621438	0.029130525361669858	0.11921549759572195
Bifidobacterium_adolescentis	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.7317020074530803	2.6722617386865847e-07	2.2905100617313582e-05
Bifidobacterium_adolescentis	P441-PWY: superpathway of N-acetylneuraminate degradation	0.15293274816260144	0.3661774336329914	0.5629110671650336
Bifidobacterium_adolescentis	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	-0.5210862259106072	0.0009435086787850956	0.012439584343579932
Bifidobacterium_adolescentis	PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.6856525270237709	2.8276393270590804e-06	0.00013050643047964985
Bifidobacterium_adolescentis	PWY-5104: L-isoleucine biosynthesis IV	-0.5014546053065331	0.001568257250510913	0.01692070694320849
Bifidobacterium_adolescentis	PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	-0.09016003536685852	0.5956393505913558	0.7263894519406778
Bifidobacterium_adolescentis	PWY-5367: petroselinate biosynthesis	0.08832587313475666	0.603173063428371	0.7296448347923842
Bifidobacterium_adolescentis	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.68104757898084	3.4977660084099603e-06	0.00014990425750328402
Bifidobacterium_adolescentis	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0.2577711860593294	0.12348570542953223	0.2876676688448064
Bifidobacterium_adolescentis	PWY-5675: nitrate reduction V (assimilatory)	0.07818963911158379	0.6455232151078012	0.753892696670331
Bifidobacterium_adolescentis	PWY-5913: partial TCA cycle (obligate autotrophs)	0.6771697279973191	4.171667205480838e-06	0.00016686668821923353
Bifidobacterium_adolescentis	PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0.20067444253418615	0.23368492470197774	0.4314183225267282
Bifidobacterium_adolescentis	PWY-6168: flavin biosynthesis III (fungi)	-0.6257882024656686	3.442283095560929e-05	0.0008822510055932817
Bifidobacterium_adolescentis	PWY-622: starch biosynthesis	0.7061216780828073	1.0468965307042249e-06	5.710344712932136e-05
Bifidobacterium_adolescentis	PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.09414955707770764	0.5793962023534199	0.7197468352216396
Bifidobacterium_adolescentis	PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.15122257424792726	0.3716254254287319	0.5659270438000994
Bifidobacterium_adolescentis	PWY-6737: starch degradation V	-0.2120699756612936	0.20763791401285955	0.40058761545889304
Bifidobacterium_adolescentis	PWY-6749: CMP-legionaminate biosynthesis I	-0.2026759167492567	0.2289569612193179	0.42798403460805345
Bifidobacterium_adolescentis	PWY-7003: glycerol degradation to butanol	-0.03974797258108817	0.815317849543516	0.8846124949839234
Bifidobacterium_adolescentis	PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.6963166172284532	1.702217627329183e-06	8.511088136645915e-05
Bifidobacterium_adolescentis	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.7663603006182975	3.220454854417115e-08	4.8306822816256725e-06
Bifidobacterium_adolescentis	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0.07890640484070624	0.6424900184090443	0.753892696670331
Bifidobacterium_adolescentis	PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.8002388735117923	2.7824863295361303e-09	8.34745898860839e-07
Bifidobacterium_adolescentis	PWY-7234: inosine-5_-phosphate biosynthesis III	0.7903545035788324	5.951285502997497e-09	1.1902571005994995e-06
Bifidobacterium_adolescentis	PWY-7242: D-fructuronate degradation	-0.2748426884570365	0.09970192126883329	0.2556459519713674
Bifidobacterium_adolescentis	PWY0-781: aspartate superpathway	0.7491523368789239	9.608036017260182e-08	9.608036017260182e-06
